,Date/Time,Temp(F),Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
79,2012-01-04 07:00:00,24.840000000000003,-18.2,-24.1,60,11,25.0,101.75,Cloudy
80,2012-01-04 08:00:00,25.56,-17.8,-24.2,57,17,24.1,101.73,Mostly Cloudy
81,2012-01-04 09:00:00,27.36,-16.8,-22.5,61,9,24.1,101.68,Mostly Cloudy
82,2012-01-04 10:00:00,30.240000000000002,-15.2,-20.6,63,7,24.1,101.54,Mostly Cloudy
83,2012-01-04 11:00:00,32.04,-14.2,-21.1,56,13,24.1,101.41,Mostly Cloudy
84,2012-01-04 12:00:00,32.940000000000005,-13.7,-21.7,51,11,24.1,101.25,Snow
85,2012-01-04 13:00:00,35.28,-12.4,-20.1,53,11,24.1,101.07,Cloudy
86,2012-01-04 14:00:00,37.26,-11.3,-19.0,53,7,19.3,100.97,Snow
87,2012-01-04 15:00:00,39.24,-10.2,-16.3,61,11,9.7,100.89,Snow
88,2012-01-04 16:00:00,40.68000000000001,-9.4,-15.5,61,13,19.3,100.79,Snow
89,2012-01-04 17:00:00,41.580000000000005,-8.9,-13.2,71,9,4.8,100.76,Snow
90,2012-01-04 18:00:00,41.580000000000005,-8.9,-12.6,75,11,9.7,100.69,Snow
91,2012-01-04 19:00:00,42.480000000000004,-8.4,-12.7,71,9,16.1,100.65,Snow
92,2012-01-04 20:00:00,43.56,-7.8,-12.1,71,9,16.1,100.61,Snow
93,2012-01-04 21:00:00,43.92,-7.6,-11.6,73,7,11.3,100.54,Snow
94,2012-01-04 22:00:00,40.5,-9.5,-12.7,77,6,9.7,100.5,Snow
95,2012-01-04 23:00:00,40.32,-9.6,-12.6,79,6,9.7,100.42,Snow
96,2012-01-05 00:00:00,41.76,-8.8,-11.7,79,4,9.7,100.32,Snow
97,2012-01-05 01:00:00,44.1,-7.5,-10.2,81,0,9.7,100.29,Snow
98,2012-01-05 02:00:00,47.88,-5.4,-8.3,80,9,8.0,100.28,Snow
99,2012-01-05 03:00:00,48.6,-5.0,-7.7,81,11,9.7,100.24,Snow
100,2012-01-05 04:00:00,50.22,-4.1,-6.5,83,9,4.8,100.21,Snow
101,2012-01-05 05:00:00,45.0,-7.0,-9.5,82,4,4.0,100.19,Snow
102,2012-01-05 06:00:00,42.84,-8.2,-10.7,82,6,6.4,100.26,Snow
103,2012-01-05 07:00:00,44.82,-7.1,-9.7,82,9,9.7,100.31,Snow
104,2012-01-05 08:00:00,46.62,-6.1,-9.1,79,11,9.7,100.39,Snow
105,2012-01-05 09:00:00,45.72,-6.6,-10.1,76,9,24.1,100.42,Mainly Clear
106,2012-01-05 10:00:00,46.800000000000004,-6.0,-10.0,73,17,48.3,100.45,Mainly Clear
107,2012-01-05 11:00:00,47.519999999999996,-5.6,-10.2,70,22,48.3,100.41,Mainly Clear
108,2012-01-05 12:00:00,49.14,-4.7,-9.6,69,20,48.3,100.38,Mainly Clear
109,2012-01-05 13:00:00,49.68000000000001,-4.4,-9.7,66,26,48.3,100.4,Mainly Clear
110,2012-01-05 14:00:00,48.42,-5.1,-10.7,65,22,48.3,100.46,Mainly Clear
111,2012-01-05 15:00:00,49.86,-4.3,-12.0,55,26,48.3,100.52,Mainly Clear
112,2012-01-05 16:00:00,48.6,-5.0,-12.7,55,19,24.1,100.6,Mainly Clear
113,2012-01-05 17:00:00,45.54,-6.7,-14.1,56,11,25.0,100.65,Mainly Clear
114,2012-01-05 18:00:00,44.82,-7.1,-14.4,56,11,25.0,100.71,Clear
115,2012-01-05 19:00:00,41.04,-9.2,-15.4,61,7,25.0,100.8,Clear
116,2012-01-05 20:00:00,39.96,-9.8,-15.7,62,9,25.0,100.83,Clear
117,2012-01-05 21:00:00,41.4,-9.0,-14.8,63,13,25.0,100.83,Clear
118,2012-01-05 22:00:00,39.78,-9.9,-15.7,63,7,25.0,100.85,Cloudy
119,2012-01-05 23:00:00,40.68000000000001,-9.4,-15.5,61,9,25.0,100.83,Cloudy
120,2012-01-06 00:00:00,40.32,-9.6,-16.8,56,13,25.0,100.81,Cloudy
121,2012-01-06 01:00:00,39.6,-10.0,-17.3,55,17,25.0,100.81,Cloudy
122,2012-01-06 02:00:00,38.7,-10.5,-16.5,61,9,25.0,100.84,Cloudy
123,2012-01-06 03:00:00,38.519999999999996,-10.6,-16.0,64,0,9.7,100.76,Snow
124,2012-01-06 04:00:00,37.26,-11.3,-16.1,68,15,3.2,100.7,Snow
125,2012-01-06 05:00:00,36.36,-11.8,-16.0,71,19,2.8,100.61,Snow
126,2012-01-06 06:00:00,36.0,-12.0,-16.2,71,22,4.8,100.58,Snow
127,2012-01-06 07:00:00,31.680000000000003,-14.4,-16.3,85,22,2.4,100.52,Snow
128,2012-01-06 08:00:00,35.46,-12.3,-16.2,73,24,11.3,100.51,Snow
129,2012-01-06 09:00:00,35.1,-12.5,-16.7,71,26,19.3,100.53,Snow
130,2012-01-06 10:00:00,35.46,-12.3,-16.3,72,28,16.1,100.47,Snow
131,2012-01-06 11:00:00,36.0,-12.0,-16.0,72,17,24.1,100.36,Snow
132,2012-01-06 12:00:00,36.54,-11.7,-15.4,74,28,19.3,100.23,Snow
133,2012-01-06 13:00:00,36.18000000000001,-11.9,-15.6,74,20,24.1,100.13,Snow
134,2012-01-06 14:00:00,37.440000000000005,-11.2,-14.8,75,19,19.3,100.07,Snow
135,2012-01-06 15:00:00,36.9,-11.5,-14.4,79,19,12.9,100.06,Snow
136,2012-01-06 16:00:00,36.72,-11.6,-14.7,78,19,19.3,100.1,Snow
137,2012-01-06 17:00:00,37.440000000000005,-11.2,-14.3,78,17,25.0,100.15,Snow
138,2012-01-06 18:00:00,38.7,-10.5,-13.6,78,17,19.3,100.12,Cloudy
139,2012-01-06 19:00:00,38.7,-10.5,-13.4,79,15,25.0,100.13,Cloudy
140,2012-01-06 20:00:00,39.24,-10.2,-13.0,80,11,25.0,100.15,Cloudy
141,2012-01-06 21:00:00,40.5,-9.5,-12.5,79,9,25.0,100.13,Cloudy
142,2012-01-06 22:00:00,40.86,-9.3,-12.2,79,11,19.3,100.16,Cloudy
143,2012-01-06 23:00:00,41.4,-9.0,-12.0,79,7,16.1,100.15,Cloudy
144,2012-01-07 00:00:00,41.940000000000005,-8.7,-11.7,79,6,16.1,100.13,Cloudy
145,2012-01-07 01:00:00,42.300000000000004,-8.5,-11.4,80,0,19.3,100.11,Cloudy
146,2012-01-07 02:00:00,43.019999999999996,-8.1,-11.1,79,4,19.3,100.15,Cloudy
147,2012-01-07 03:00:00,43.56,-7.8,-10.8,79,4,19.3,100.12,Cloudy
148,2012-01-07 04:00:00,44.1,-7.5,-10.5,79,6,19.3,100.1,Cloudy
149,2012-01-07 05:00:00,45.18000000000001,-6.9,-9.7,80,4,19.3,100.12,Cloudy
150,2012-01-07 06:00:00,45.54,-6.7,-9.5,80,7,16.1,100.12,Cloudy
151,2012-01-07 07:00:00,45.0,-7.0,-9.7,81,7,16.1,100.16,Cloudy
152,2012-01-07 08:00:00,46.080000000000005,-6.4,-9.0,82,9,8.0,100.1,"Freezing Drizzle,Fog"
153,2012-01-07 09:00:00,46.62,-6.1,-8.7,82,7,9.7,100.15,"Freezing Rain,Fog"
154,2012-01-07 10:00:00,47.34,-5.7,-8.0,84,7,8.0,100.13,Freezing Rain
155,2012-01-07 11:00:00,47.88,-5.4,-7.7,84,9,9.7,100.08,Freezing Drizzle
156,2012-01-07 12:00:00,47.7,-5.5,-7.8,84,13,9.7,100.05,Freezing Drizzle
157,2012-01-07 13:00:00,48.96,-4.8,-7.2,83,15,9.7,100.07,Freezing Rain
158,2012-01-07 14:00:00,49.68000000000001,-4.4,-6.9,83,6,8.0,100.09,Snow
159,2012-01-07 15:00:00,50.940000000000005,-3.7,-6.1,83,11,8.0,100.09,Snow
160,2012-01-07 16:00:00,51.12,-3.6,-5.9,84,0,8.0,100.15,Snow
161,2012-01-07 17:00:00,52.019999999999996,-3.1,-5.4,84,13,8.0,100.27,Snow
162,2012-01-07 18:00:00,51.84,-3.2,-5.3,85,6,9.7,100.33,Snow
163,2012-01-07 19:00:00,52.2,-3.0,-5.0,86,6,8.0,100.41,Snow
164,2012-01-07 20:00:00,54.36,-1.8,-3.7,87,4,9.7,100.48,Snow
165,2012-01-07 21:00:00,55.26,-1.3,-3.1,88,0,6.4,100.5,Snow
166,2012-01-07 22:00:00,54.9,-1.5,-3.0,89,4,4.0,100.54,Fog
167,2012-01-07 23:00:00,58.32,0.4,-1.5,87,22,9.7,100.62,Snow
168,2012-01-08 00:00:00,58.68000000000001,0.6,-3.2,76,32,25.0,100.72,Cloudy
169,2012-01-08 01:00:00,56.519999999999996,-0.6,-4.6,74,32,25.0,100.8,Mostly Cloudy
170,2012-01-08 02:00:00,54.54,-1.7,-6.2,71,30,25.0,100.98,Mostly Cloudy
171,2012-01-08 03:00:00,51.300000000000004,-3.5,-8.3,69,32,25.0,101.13,Mainly Clear
172,2012-01-08 04:00:00,49.68000000000001,-4.4,-9.2,69,22,25.0,101.21,Mainly Clear
173,2012-01-08 05:00:00,46.980000000000004,-5.9,-10.5,70,13,25.0,101.33,Mainly Clear
174,2012-01-08 06:00:00,47.16,-5.8,-10.8,68,13,25.0,101.47,Cloudy
175,2012-01-08 07:00:00,47.519999999999996,-5.6,-10.3,69,11,25.0,101.59,Cloudy
176,2012-01-08 08:00:00,46.980000000000004,-5.9,-10.7,69,11,24.1,101.7,Snow
177,2012-01-08 09:00:00,46.080000000000005,-6.4,-11.9,65,17,24.1,101.81,Snow
178,2012-01-08 10:00:00,45.9,-6.5,-11.6,67,17,9.7,101.89,Snow
179,2012-01-08 11:00:00,44.82,-7.1,-12.6,65,22,24.1,101.92,Snow
180,2012-01-08 12:00:00,45.54,-6.7,-11.9,66,15,24.1,101.9,Snow
181,2012-01-08 13:00:00,45.9,-6.5,-12.4,63,15,24.1,101.94,Cloudy
182,2012-01-08 14:00:00,45.9,-6.5,-12.0,65,19,24.1,101.97,Mostly Cloudy
183,2012-01-08 15:00:00,45.72,-6.6,-12.9,61,20,48.3,102.04,Mostly Cloudy
184,2012-01-08 16:00:00,45.72,-6.6,-13.3,59,20,24.1,102.09,Mostly Cloudy
185,2012-01-08 17:00:00,44.64,-7.2,-13.8,59,17,25.0,102.17,Mainly Clear
186,2012-01-08 18:00:00,43.019999999999996,-8.1,-14.1,62,17,25.0,102.23,Mainly Clear
187,2012-01-08 19:00:00,43.2,-8.0,-13.9,62,15,25.0,102.26,Mostly Cloudy
188,2012-01-08 20:00:00,42.66,-8.3,-13.7,65,15,25.0,102.28,Mostly Cloudy
189,2012-01-08 21:00:00,42.66,-8.3,-13.9,64,11,25.0,102.26,Mostly Cloudy
190,2012-01-08 22:00:00,41.940000000000005,-8.7,-14.0,65,7,25.0,102.22,Mostly Cloudy
191,2012-01-08 23:00:00,41.4,-9.0,-13.9,68,7,25.0,102.22,Mostly Cloudy
192,2012-01-09 00:00:00,41.04,-9.2,-14.3,66,6,25.0,102.17,Mostly Cloudy
193,2012-01-09 01:00:00,39.96,-9.8,-14.5,68,0,25.0,102.13,Mostly Cloudy
194,2012-01-09 02:00:00,41.4,-9.0,-14.1,66,4,25.0,102.15,Mostly Cloudy
195,2012-01-09 03:00:00,41.76,-8.8,-13.2,70,0,25.0,102.11,Cloudy
196,2012-01-09 04:00:00,42.300000000000004,-8.5,-13.2,69,9,25.0,102.02,Cloudy
197,2012-01-09 05:00:00,42.480000000000004,-8.4,-12.7,71,11,25.0,101.93,Cloudy
198,2012-01-09 06:00:00,43.74,-7.7,-11.9,72,11,25.0,101.86,Cloudy
199,2012-01-09 07:00:00,45.36,-6.8,-11.0,72,15,25.0,101.8,Mostly Cloudy
200,2012-01-09 08:00:00,46.980000000000004,-5.9,-10.5,70,13,16.1,101.74,Snow
201,2012-01-09 09:00:00,47.88,-5.4,-9.2,75,11,12.9,101.68,Snow
202,2012-01-09 10:00:00,48.96,-4.8,-8.3,76,9,16.1,101.64,Snow
203,2012-01-09 11:00:00,50.940000000000005,-3.7,-7.2,77,7,24.1,101.54,Snow
204,2012-01-09 12:00:00,53.1,-2.5,-6.6,73,9,24.1,101.4,Cloudy
205,2012-01-09 13:00:00,54.54,-1.7,-5.8,74,7,24.1,101.27,Cloudy
206,2012-01-09 14:00:00,55.080000000000005,-1.4,-5.1,76,7,24.1,101.2,Cloudy
207,2012-01-09 15:00:00,55.800000000000004,-1.0,-5.1,74,9,24.1,101.13,Mostly Cloudy
208,2012-01-09 16:00:00,55.26,-1.3,-5.7,72,11,24.1,101.05,Mostly Cloudy
209,2012-01-09 17:00:00,55.080000000000005,-1.4,-5.8,72,15,24.1,100.96,Mostly Cloudy
210,2012-01-09 18:00:00,55.800000000000004,-1.0,-5.6,71,20,25.0,100.9,Mostly Cloudy
211,2012-01-09 19:00:00,55.62,-1.1,-5.8,70,19,25.0,100.83,Mostly Cloudy
212,2012-01-09 20:00:00,54.9,-1.5,-6.2,70,15,25.0,100.77,Mostly Cloudy
213,2012-01-09 21:00:00,54.54,-1.7,-6.3,71,11,25.0,100.64,Mostly Cloudy
214,2012-01-09 22:00:00,57.06,-0.3,-6.3,64,19,25.0,100.54,Mostly Cloudy
215,2012-01-09 23:00:00,57.24,-0.2,-6.1,64,17,25.0,100.45,Cloudy
216,2012-01-10 00:00:00,62.1,2.5,-5.2,57,30,25.0,100.38,Cloudy
217,2012-01-10 01:00:00,61.739999999999995,2.3,-3.4,66,35,25.0,100.28,Snow
218,2012-01-10 02:00:00,60.12,1.4,-2.5,75,19,6.4,100.23,Snow
219,2012-01-10 03:00:00,60.480000000000004,1.6,-2.0,77,28,25.0,100.16,Snow
220,2012-01-10 04:00:00,59.760000000000005,1.2,-1.7,81,26,25.0,100.07,Cloudy
221,2012-01-10 05:00:00,59.04,0.8,-1.2,86,30,9.7,100.02,"Rain,Snow"
222,2012-01-10 06:00:00,58.86000000000001,0.7,-1.2,87,30,8.0,100.04,Snow
223,2012-01-10 07:00:00,60.300000000000004,1.5,-0.7,85,20,8.0,100.08,Snow
224,2012-01-10 08:00:00,59.760000000000005,1.2,-1.1,85,24,16.1,100.11,Cloudy
225,2012-01-10 09:00:00,60.480000000000004,1.6,-0.8,84,17,19.3,100.23,Cloudy
226,2012-01-10 10:00:00,61.2,2.0,-0.9,81,24,24.1,100.27,Mostly Cloudy
227,2012-01-10 11:00:00,62.28,2.6,-1.1,77,22,24.1,100.29,Mainly Clear
228,2012-01-10 12:00:00,60.12,1.4,-3.1,72,30,24.1,100.32,Mostly Cloudy
229,2012-01-10 13:00:00,58.86000000000001,0.7,-5.4,64,26,24.1,100.36,Mostly Cloudy
230,2012-01-10 14:00:00,57.24,-0.2,-6.2,64,26,24.1,100.45,Mainly Clear
231,2012-01-10 15:00:00,55.080000000000005,-1.4,-7.9,61,30,24.1,100.65,Mainly Clear
232,2012-01-10 16:00:00,52.019999999999996,-3.1,-10.9,55,30,24.1,100.81,Mostly Cloudy
233,2012-01-10 17:00:00,50.4,-4.0,-12.0,54,17,24.1,100.91,Mostly Cloudy
234,2012-01-10 18:00:00,48.78,-4.9,-12.7,54,15,25.0,101.04,Mostly Cloudy
235,2012-01-10 19:00:00,47.34,-5.7,-13.8,53,15,25.0,101.15,Mostly Cloudy
236,2012-01-10 20:00:00,46.080000000000005,-6.4,-14.3,53,13,25.0,101.24,Mostly Cloudy
237,2012-01-10 21:00:00,45.72,-6.6,-13.6,57,9,25.0,101.32,Mostly Cloudy
238,2012-01-10 22:00:00,44.46,-7.3,-14.7,55,13,25.0,101.34,Mostly Cloudy
239,2012-01-10 23:00:00,42.12,-8.6,-15.6,57,19,25.0,101.44,Mostly Cloudy
240,2012-01-11 00:00:00,40.5,-9.5,-16.8,55,17,25.0,101.43,Mostly Cloudy
241,2012-01-11 01:00:00,38.34,-10.7,-17.8,56,17,25.0,101.49,Clear
242,2012-01-11 02:00:00,36.0,-12.0,-18.9,56,19,25.0,101.57,Clear
243,2012-01-11 03:00:00,34.74,-12.7,-19.4,57,19,25.0,101.64,Clear
244,2012-01-11 04:00:00,33.480000000000004,-13.4,-20.1,57,17,25.0,101.66,Clear
245,2012-01-11 05:00:00,32.580000000000005,-13.9,-21.0,55,19,25.0,101.66,Mainly Clear
246,2012-01-11 06:00:00,31.680000000000003,-14.4,-21.1,57,20,25.0,101.72,Mainly Clear
247,2012-01-11 07:00:00,31.680000000000003,-14.4,-21.0,57,13,25.0,101.77,Mostly Cloudy
248,2012-01-11 08:00:00,31.14,-14.7,-21.4,57,15,24.1,101.8,Mostly Cloudy
249,2012-01-11 09:00:00,31.86,-14.3,-20.8,58,15,24.1,101.81,Mostly Cloudy
250,2012-01-11 10:00:00,32.580000000000005,-13.9,-20.9,55,11,19.3,101.89,Cloudy
251,2012-01-11 11:00:00,33.480000000000004,-13.4,-20.8,54,15,24.1,101.78,Mostly Cloudy
252,2012-01-11 12:00:00,34.74,-12.7,-20.4,53,17,24.1,101.68,Cloudy
253,2012-01-11 13:00:00,35.64,-12.2,-20.0,52,19,24.1,101.63,Mostly Cloudy
254,2012-01-11 14:00:00,37.080000000000005,-11.4,-19.4,52,20,24.1,101.56,Mostly Cloudy
255,2012-01-11 15:00:00,36.72,-11.6,-19.9,50,20,24.1,101.61,Mostly Cloudy
256,2012-01-11 16:00:00,36.36,-11.8,-20.9,47,20,24.1,101.6,Mostly Cloudy
257,2012-01-11 17:00:00,36.18000000000001,-11.9,-20.1,51,26,24.1,101.56,Mostly Cloudy
258,2012-01-11 18:00:00,36.0,-12.0,-19.9,52,24,25.0,101.51,Mostly Cloudy
259,2012-01-11 19:00:00,36.36,-11.8,-19.2,54,30,25.0,101.43,Mostly Cloudy
260,2012-01-11 20:00:00,37.440000000000005,-11.2,-18.1,57,24,25.0,101.4,Cloudy
261,2012-01-11 21:00:00,37.440000000000005,-11.2,-16.5,65,19,25.0,101.32,Cloudy
262,2012-01-11 22:00:00,38.16,-10.8,-16.0,65,22,25.0,101.29,Cloudy
263,2012-01-11 23:00:00,38.34,-10.7,-15.7,67,20,25.0,101.19,Mostly Cloudy
264,2012-01-12 00:00:00,39.6,-10.0,-15.2,66,19,25.0,101.17,Mostly Cloudy
265,2012-01-12 01:00:00,39.96,-9.8,-15.2,65,24,25.0,101.13,Mostly Cloudy
266,2012-01-12 02:00:00,40.68000000000001,-9.4,-15.0,64,26,25.0,101.08,Cloudy
267,2012-01-12 03:00:00,41.4,-9.0,-14.7,63,33,25.0,101.02,Cloudy
268,2012-01-12 04:00:00,42.300000000000004,-8.5,-14.1,64,22,25.0,100.93,Cloudy
269,2012-01-12 05:00:00,43.2,-8.0,-13.7,64,30,25.0,100.81,Cloudy
270,2012-01-12 06:00:00,43.92,-7.6,-13.1,65,28,25.0,100.76,Cloudy
271,2012-01-12 07:00:00,44.46,-7.3,-12.7,65,28,16.1,100.69,Snow Showers
272,2012-01-12 08:00:00,44.82,-7.1,-11.3,72,33,6.4,100.61,Snow
273,2012-01-12 09:00:00,45.36,-6.8,-10.5,75,33,3.2,100.54,Snow
274,2012-01-12 10:00:00,46.440000000000005,-6.2,-9.6,77,35,4.8,100.46,Snow
275,2012-01-12 11:00:00,46.800000000000004,-6.0,-9.5,76,32,2.0,100.35,Snow
276,2012-01-12 12:00:00,47.16,-5.8,-8.9,79,32,4.8,100.22,Snow
277,2012-01-12 13:00:00,47.16,-5.8,-8.6,81,33,1.2,100.09,Snow
278,2012-01-12 14:00:00,47.34,-5.7,-8.5,81,28,1.2,99.97,Snow
279,2012-01-12 15:00:00,48.24,-5.2,-7.6,83,26,0.8,99.9,Moderate Snow
280,2012-01-12 16:00:00,48.78,-4.9,-7.3,83,33,0.6,99.88,Moderate Snow
281,2012-01-12 17:00:00,48.42,-5.1,-7.6,83,33,1.0,99.83,Snow
